id_applic,consent,priorit,physics_it_socre,math_score,russian_score,achivments_score,total_score
944,true,4,89,75,68,10,242
945,true,4,82,73,85,0,240
946,false,4,94,82,56,3,235
947,true,4,80,82,79,3,244
948,true,4,82,75,90,0,247
949,true,4,81,72,56,0,209
950,true,4,92,73,89,3,257
951,true,4,80,83,95,3,261
952,false,4,84,98,63,5,250
953,true,4,95,96,85,0,276
954,false,4,92,78,75,0,245
955,true,4,98,79,95,0,272
956,true,4,86,73,83,10,252
957,true,4,96,76,60,10,242
958,true,4,82,65,63,0,210
959,true,4,78,75,59,0,212
960,true,4,82,81,88,10,261
961,true,4,76,89,76,7,248
962,true,4,77,87,85,0,249
963,true,4,87,76,55,3,221
964,false,4,77,100,84,0,261
965,false,4,85,88,58,3,234
966,true,4,97,94,83,5,279
967,false,4,85,73,94,10,262
968,true,4,93,82,60,0,235
969,true,4,91,75,84,7,257
970,true,4,74,66,88,0,228
971,true,4,71,65,93,0,229
972,true,4,85,100,95,0,280
973,false,4,88,72,88,5,253
974,true,4,77,87,66,3,233
975,true,4,83,85,91,5,264
976,true,4,96,78,59,0,233
977,true,4,100,98,84,0,282
978,true,4,70,93,94,0,257
979,true,4,87,100,88,0,275
980,true,4,79,65,93,7,244
981,true,4,100,65,65,5,235
982,true,4,71,79,56,0,206
983,true,4,90,92,86,0,268
984,true,4,80,96,75,3,254
985,true,4,80,65,92,3,240
986,false,4,79,86,57,3,225
987,true,4,82,76,70,0,228
988,true,4,84,90,63,0,237
989,true,4,87,86,61,7,241
990,false,4,79,73,57,5,214
991,false,4,94,100,72,3,269
992,false,4,74,81,80,0,235
993,false,4,99,81,67,0,247
994,false,4,83,83,61,5,232
995,true,4,78,89,83,10,260
996,false,4,88,100,81,3,272
997,true,4,80,88,89,0,257
998,false,4,82,70,58,3,213
999,true,4,83,94,64,0,241
1000,true,4,77,93,94,3,267
1001,true,4,84,85,68,0,237
1002,false,4,88,75,72,0,235
1003,true,4,81,92,72,3,248
1004,true,4,77,74,71,10,232
1005,true,4,84,65,72,0,221
1006,true,4,81,77,79,0,237
1007,true,4,82,93,78,5,258
1008,false,4,74,92,92,5,263
1009,false,4,85,79,65,10,239
1010,false,4,74,96,62,0,232
1011,true,4,74,76,59,7,216
1012,false,4,84,100,76,3,263
1013,true,4,73,87,92,0,252
1014,true,4,80,84,66,5,235
1015,false,4,87,65,92,5,249
1016,true,4,95,86,86,3,270
1017,false,4,70,67,68,0,205
1018,true,4,96,69,70,3,238
1019,true,4,88,77,63,3,231
1020,true,4,89,99,72,7,267
1021,true,4,96,93,83,10,282
1022,true,4,71,67,82,0,220
1023,true,4,96,89,61,0,246
1024,true,4,71,93,57,5,226
1025,true,4,79,70,86,7,242
1026,true,4,84,89,90,0,263
1027,true,4,86,89,70,7,252
1028,true,4,99,76,60,0,235
1029,true,4,96,96,74,0,266
1030,true,4,83,88,87,0,258
1031,true,4,93,83,89,0,265
1032,true,4,86,75,86,0,247
1033,true,4,73,69,71,5,218
1034,true,4,75,97,85,0,257
1035,true,4,90,76,60,0,226
1036,false,4,97,79,91,3,270
1037,true,4,80,75,62,3,220
1038,true,4,76,94,62,7,239
1039,true,4,92,65,73,0,230
1040,true,4,84,87,81,7,259
1041,true,4,73,88,72,5,238
1042,true,4,70,89,79,0,238
1043,true,4,72,79,91,7,249
1044,true,4,84,84,78,3,249
1045,true,4,99,93,80,0,272
1046,true,4,82,92,79,7,260
1047,true,4,87,90,57,0,234
1048,true,4,88,86,63,0,237
1049,true,4,72,85,66,0,223
1050,true,4,85,99,88,3,275
1051,true,4,74,97,86,0,257
1052,true,4,75,82,64,0,221
1053,false,4,92,100,78,0,270
1054,true,4,96,75,93,3,267
1055,true,4,83,79,88,5,255
1056,true,4,95,68,79,0,242
1057,true,4,88,92,67,0,247
1058,true,4,77,70,71,0,218
1059,true,4,96,77,91,7,271
1060,false,4,73,66,60,7,206
1061,true,4,91,97,71,0,259
1062,true,4,80,97,89,0,266
1063,true,4,92,88,63,0,243
1064,true,4,80,90,61,0,231
1065,false,4,81,94,71,0,246
1066,false,4,72,78,75,7,232
1067,true,4,90,99,67,3,259
1068,true,4,80,70,70,0,220
1069,true,4,83,92,94,10,279
1070,true,4,92,78,89,5,264
1071,true,4,91,99,82,0,272
1072,true,4,80,99,64,7,250
1073,true,4,89,67,62,3,221
1074,true,4,74,72,82,0,228
1075,false,4,85,84,95,0,264
1076,false,4,95,77,80,7,259
1077,true,4,83,83,63,3,232
1078,true,4,100,72,86,3,261
1079,false,4,93,95,91,5,284
1080,true,4,96,68,60,7,231
1081,true,4,89,96,59,5,249
1082,true,4,96,85,63,0,244
1083,true,4,73,94,65,7,239
1084,true,4,72,88,95,3,258
1085,false,4,75,87,79,5,246
1086,true,4,92,82,81,0,255
1087,true,4,83,90,76,0,249
1088,true,4,76,80,93,10,259
1089,true,4,79,98,64,0,241
1090,true,4,77,73,75,3,228
1091,true,4,77,82,55,0,214
1092,true,4,94,85,93,3,275
1093,true,4,71,82,65,0,218
1094,true,4,94,84,67,7,252
1095,true,4,70,82,78,5,235
1096,true,4,100,78,70,0,248
1097,true,4,74,94,56,0,224
1098,true,4,70,77,60,7,214
1099,true,4,91,95,61,3,250
1100,true,4,100,86,70,7,263
1101,true,4,90,96,85,3,274
1102,true,4,78,87,76,0,241
1103,true,4,81,73,83,0,237
1104,true,4,87,85,74,7,253
1105,true,4,99,71,66,0,236
1106,true,4,88,86,70,0,244
1107,true,4,78,73,93,0,244
1108,true,4,81,73,59,0,213
1109,true,4,96,78,71,7,252
1110,false,4,75,68,82,0,225
1111,true,4,90,99,94,7,290
1112,true,4,85,83,83,0,251
1113,false,4,89,69,63,7,228
1114,true,4,99,79,83,0,261
1115,true,4,81,74,83,3,241
1116,true,4,84,88,75,3,250
1117,true,4,72,83,66,5,226
1118,true,4,71,76,66,5,218
1119,true,4,72,85,93,0,250
1120,true,4,82,81,67,0,230
1121,true,4,78,82,73,0,233
1122,true,4,72,91,92,0,255
1123,true,4,71,65,95,0,231
1124,true,4,92,93,80,3,268
1125,true,4,71,94,87,5,257
1126,true,4,80,93,89,3,265
1127,true,4,87,78,67,5,237
1128,true,4,88,65,57,0,210
1129,true,4,90,92,68,10,260
1130,true,4,99,92,85,0,276
1131,true,4,87,90,78,0,255
1132,true,4,100,100,74,0,274
1133,true,4,95,83,72,0,250
1134,true,4,96,76,73,0,245
1135,true,4,79,91,88,7,265
1136,true,4,93,86,73,0,252
1137,true,4,80,72,84,0,236
1138,true,4,81,69,87,0,237
1139,true,4,88,96,80,3,267
1140,true,4,83,88,92,0,263
1141,false,4,99,67,95,5,266
1142,true,4,93,79,83,0,255
1143,true,4,86,90,72,0,248
1144,false,4,75,65,91,0,231
1145,true,4,93,85,60,0,238
1146,true,4,84,88,67,3,242
1147,true,4,71,90,81,0,242
1148,true,4,76,92,74,0,242
1149,true,4,87,95,57,0,239
1150,true,4,88,74,66,3,231
1151,true,4,90,77,78,5,250
1152,true,4,74,77,93,0,244
1153,true,4,92,67,60,10,229
1154,true,4,82,84,91,7,264
1155,true,4,95,66,84,0,245
1156,true,4,89,86,67,0,242
1157,true,4,91,99,68,10,268
1158,true,4,84,96,80,3,263
1159,true,4,74,93,87,0,254
1160,true,4,89,90,79,0,258
1161,true,4,91,92,55,10,248
1162,false,4,83,78,88,3,252
1163,true,4,86,87,56,0,229
1164,true,4,83,86,95,0,264
1165,false,4,82,76,79,3,240
1166,false,4,80,78,64,0,222
1167,true,4,90,96,70,7,263
1168,true,4,96,91,89,5,281
1169,true,4,93,95,58,3,249
1170,false,4,78,77,70,3,228
1171,true,4,82,92,81,0,255
1172,true,4,93,84,93,5,275
1173,true,4,97,68,79,3,247
1174,true,4,94,100,79,5,278
1175,false,4,100,98,85,10,293
1176,true,4,89,82,71,7,249
1177,true,4,91,66,70,7,234
1178,true,4,86,88,60,10,244
1179,true,4,95,85,81,0,261
1180,true,4,97,82,58,3,240
1181,true,4,87,80,61,0,228
1182,true,4,93,90,92,0,275
1183,false,4,90,69,63,5,227
1184,true,4,89,96,86,10,281
1185,false,4,72,100,55,5,232
1186,true,4,72,75,56,0,203
1187,true,4,70,88,66,0,224
1188,false,4,74,71,78,0,223
1189,true,4,90,80,80,5,255
1190,true,4,94,69,73,0,236
1191,true,4,85,70,65,0,220
1192,true,4,99,100,93,0,292
1193,true,4,89,72,66,0,227
1194,true,4,91,80,61,5,237
1195,true,4,98,85,80,3,266
1196,true,4,92,65,55,0,212
1197,false,4,82,70,84,7,243
1198,true,4,100,78,66,0,244
1199,true,4,76,80,71,5,232
1200,true,4,81,95,62,7,245
1201,true,4,83,96,74,3,256
1202,true,4,84,68,90,0,242
1203,true,4,98,99,66,0,263
1204,true,4,77,67,94,3,241
1205,false,4,97,98,55,7,257
1206,true,4,90,77,73,5,245
1207,true,4,75,76,68,0,219
1208,false,4,81,65,56,7,209
1209,true,4,78,78,66,3,225
1210,true,4,75,73,77,5,230
1211,false,4,90,88,64,7,249
1212,true,4,73,70,69,0,212
1213,false,4,75,87,73,3,238
1214,true,4,98,78,65,0,241
1215,true,4,82,71,60,0,213
1216,true,4,95,92,84,5,276
1217,true,4,70,73,93,0,236
1218,true,4,82,77,87,7,253
1219,true,4,77,92,83,5,257
1220,true,4,88,67,94,0,249
1221,true,4,90,86,68,7,251
1222,true,4,95,65,78,0,238
1223,true,4,71,82,59,3,215
1224,true,4,70,85,75,3,233
1225,true,4,79,75,90,0,244
1226,true,4,95,68,69,0,232
1227,true,4,85,93,94,0,272
1228,true,4,90,79,56,0,225
1229,true,4,80,83,57,7,227
1230,true,4,72,85,55,0,212
1231,true,4,90,75,84,3,252
1232,true,4,75,73,90,3,241
1233,true,4,74,100,70,0,244
1234,true,4,96,75,59,0,230
1235,false,4,87,77,79,0,243
1236,true,4,70,67,78,0,215
1237,true,4,72,85,59,3,219
1238,true,4,95,82,85,0,262
1239,false,4,78,68,80,3,229
1240,true,4,83,93,91,7,274
1241,false,4,91,77,95,0,263
1242,true,4,84,81,58,5,228
1243,true,4,79,84,95,3,261
1244,true,4,91,80,89,3,263
1245,true,4,94,72,61,7,234
1246,true,4,85,86,81,5,257
1247,false,4,98,93,81,0,272
1248,true,4,88,73,72,0,233
1249,true,4,88,95,57,0,240
1250,false,4,80,92,74,0,246
1251,true,4,74,94,57,7,232
1252,true,4,78,100,55,5,238
1253,true,4,84,79,74,3,240
1254,true,4,80,94,63,7,244
1255,true,4,99,68,94,0,261
1256,true,4,78,76,89,3,246
1257,true,4,92,80,78,3,253
1258,false,4,89,94,65,3,251
1259,true,4,93,78,95,0,266
1260,true,4,92,66,65,7,230
1261,true,4,86,80,91,0,257
1262,true,4,94,98,74,0,266
1263,true,4,91,82,63,0,236
1264,true,4,93,79,75,5,252
1265,true,4,92,87,63,0,242
1266,true,4,91,100,81,0,272
1267,false,4,77,74,85,0,236
1268,true,4,97,79,70,0,246
1269,true,4,75,89,95,0,259
1270,true,4,77,92,67,0,236
1271,true,4,72,81,63,0,216
1272,true,4,75,81,76,10,242
1273,true,4,95,90,65,7,257
1274,true,4,76,76,68,0,220
1275,true,4,81,82,72,0,235
1276,false,4,78,84,68,7,237
1277,true,4,73,70,59,0,202
1278,true,4,88,81,73,0,242
1279,true,4,90,75,60,3,228
1280,true,4,94,76,95,0,265
1281,true,4,72,72,78,0,222
1282,true,4,94,91,72,0,257
1283,true,4,79,81,79,0,239
1284,true,4,75,97,83,0,255
1285,true,4,90,85,68,7,250
1286,false,4,94,96,78,3,271
1287,true,4,97,88,70,0,255
1288,true,4,81,72,71,10,234
1289,false,4,97,98,69,0,264
1290,true,4,71,76,70,0,217
1291,true,4,78,100,65,0,243
1292,true,4,93,69,56,3,221
1293,true,4,98,90,74,10,272
1294,true,4,91,99,95,5,290
1295,false,4,76,75,74,5,230
1296,true,4,90,69,72,0,231
1297,false,4,93,89,62,0,244
1298,true,4,93,91,70,0,254
1299,true,4,95,71,64,7,237
1300,true,4,100,96,93,5,294
1301,true,4,83,86,55,0,224
1302,true,4,81,93,60,3,237
1303,false,4,70,75,75,0,220
1304,true,4,71,70,81,0,222
1305,true,4,99,68,66,10,243
1306,false,4,95,99,81,10,285
1307,true,4,74,79,95,0,248
1308,true,4,98,100,80,0,278
1309,false,4,74,100,73,0,247
1310,true,4,89,90,79,3,261
1311,true,4,98,93,87,0,278
1312,false,4,79,68,59,0,206
1313,true,4,82,73,71,0,226
1314,true,4,77,96,65,5,243
1315,true,4,92,92,59,10,253
1316,true,4,92,75,88,7,262
1317,true,4,80,82,84,3,249
1318,true,4,92,78,86,5,261
1319,true,4,80,79,56,0,215
1320,false,4,90,95,93,3,281
1321,true,4,83,89,83,0,255
1322,true,4,81,71,57,3,212
1323,true,4,80,99,61,0,240
1324,true,4,71,79,91,10,251
1325,true,4,97,92,56,0,245
1326,false,4,83,100,95,3,281
1327,true,4,97,92,55,3,247
1328,true,4,99,84,84,7,274
1329,true,4,97,96,75,0,268
1330,true,4,86,68,60,0,214
1331,true,4,79,73,79,5,236
1332,true,4,70,71,88,7,236
1333,true,4,88,82,77,0,247
1334,true,4,82,79,75,0,236
1335,true,4,85,82,70,5,242
1336,false,4,96,86,57,0,239
1337,true,4,84,88,75,7,254
1338,true,4,95,81,90,5,271
1339,false,4,72,74,76,0,222
1340,true,4,83,100,73,0,256
1341,true,4,91,68,60,0,219
1342,true,4,97,75,65,0,237
1343,true,4,78,76,94,3,251
1344,true,4,98,92,75,0,265
1345,true,4,78,90,86,3,257
1346,true,4,71,68,64,5,208
1347,true,4,71,86,72,0,229
1348,true,4,80,81,60,3,224
